timestamp_ns,side,price,qty,action
1700000012900,BID,101.00,15,UPDATE
1700000013000,ASK,100.70,25,UPDATE
1700000013100,ASK,101.20,15,UPDATE
1700000013200,BID,101.50,15,UPDATE
1700000013300,ASK,100.00,15,UPDATE
1700000013400,ASK,100.50,15,UPDATE
1700000013500,BID,101.00,25,UPDATE
1700000013600,ASK,100.70,15,UPDATE
1700000013700,ASK,101.20,15,UPDATE
1700000013800,BID,101.50,15,UPDATE
1700000013900,ASK,100.00,15,UPDATE
1700000014000,ASK,100.50,25,UPDATE
1700000014100,BID,101.00,15,UPDATE
1700000014200,ASK,100.70,15,UPDATE
1700000014300,ASK,101.20,15,UPDATE
1700000014400,BID,101.50,15,UPDATE
1700000014500,ASK,100.00,25,UPDATE
1700000014600,ASK,100.50,15,UPDATE
1700000014700,BID,101.00,15,UPDATE
1700000014800,ASK,100.70,15,UPDATE
1700000014900,ASK,101.20,15,UPDATE
1700000015000,BID,101.50,25,UPDATE
1700000015100,ASK,100.00,15,UPDATE
1700000015200,ASK,100.50,15,UPDATE
1700000015300,BID,101.00,15,UPDATE
1700000015400,ASK,100.70,15,UPDATE
1700000015500,ASK,101.20,25,UPDATE
1700000015600,BID,101.50,15,UPDATE
1700000015700,ASK,100.00,15,UPDATE
1700000015800,ASK,100.50,15,UPDATE
1700000015900,BID,101.00,15,UPDATE
1700000016000,ASK,100.70,25,UPDATE
1700000016100,ASK,101.20,15,UPDATE
1700000016200,BID,101.50,15,UPDATE
1700000016300,ASK,100.00,15,UPDATE
1700000016400,ASK,100.50,15,UPDATE
1700000016500,BID,101.00,25,UPDATE
1700000016600,ASK,100.70,15,UPDATE
1700000016700,ASK,101.20,15,UPDATE
1700000016800,BID,101.50,15,UPDATE
1700000016900,ASK,100.00,15,UPDATE
1700000017000,ASK,100.50,25,UPDATE
1700000017100,BID,101.00,15,UPDATE
1700000017200,ASK,100.70,15,UPDATE
1700000017300,ASK,101.20,15,UPDATE
1700000017400,BID,101.50,15,UPDATE
1700000017500,ASK,100.00,25,UPDATE
1700000017600,ASK,100.50,15,UPDATE
1700000017700,BID,101.00,15,UPDATE
1700000017800,ASK,100.70,15,UPDATE
1700000017900,ASK,101.20,15,UPDATE
1700000018000,BID,101.50,25,UPDATE
1700000018100,ASK,100.00,15,UPDATE
1700000018200,ASK,100.50,15,UPDATE
1700000018300,BID,101.00,15,UPDATE
1700000018400,ASK,100.70,15,UPDATE
1700000018500,ASK,101.20,25,UPDATE
1700000018600,BID,101.50,15,UPDATE
1700000018700,ASK,100.00,15,UPDATE
1700000018800,ASK,100.50,15,UPDATE
1700000018900,BID,101.00,15,UPDATE
1700000019000,ASK,100.70,25,UPDATE
1700000019100,ASK,101.20,15,UPDATE
1700000019200,BID,101.50,15,UPDATE
1700000019300,ASK,100.00,15,UPDATE
1700000019400,ASK,100.50,15,UPDATE
1700000019500,BID,101.00,25,UPDATE
1700000019600,ASK,100.70,15,UPDATE
1700000019700,ASK,101.20,15,UPDATE
1700000019800,BID,101.50,15,UPDATE
1700000019900,ASK,100.00,15,UPDATE
1700000020000,ASK,100.50,25,UPDATE
1700000020100,BID,101.00,15,UPDATE
1700000020200,ASK,100.70,15,UPDATE
1700000020300,ASK,101.20,15,UPDATE
1700000020400,BID,101.50,15,UPDATE
1700000020500,ASK,100.00,25,UPDATE
1700000020600,ASK,100.50,15,UPDATE
1700000020700,BID,101.00,15,UPDATE
1700000020800,ASK,100.70,15,UPDATE
1700000020900,ASK,101.20,15,UPDATE
1700000021000,BID,101.50,25,UPDATE
1700000021100,ASK,100.00,15,UPDATE
1700000021200,ASK,100.50,15,UPDATE
1700000021300,BID,101.00,15,UPDATE
1700000021400,ASK,100.70,15,UPDATE
1700000021500,ASK,101.20,25,UPDATE
1700000021600,BID,101.50,15,UPDATE
1700000021700,ASK,100.00,15,UPDATE
1700000021800,ASK,100.50,15,UPDATE
1700000021900,BID,101.00,15,UPDATE
1700000022000,ASK,100.70,25,UPDATE
1700000022100,ASK,101.00,40,UPDATE
1700000022200,BID,101.00,20,UPDATE
1700000022300,ASK,101.00,24,UPDATE
1700000022400,BID,100.00,28,UPDATE
1700000022500,ASK,101.00,0,DELETE
1700000022600,BID,101.00,36,UPDATE
1700000022700,ASK,101.00,40,UPDATE
1700000022800,BID,100.00,20,UPDATE
1700000022900,ASK,101.00,24,UPDATE
1700000023000,BID,101.00,28,UPDATE
1700000023100,ASK,101.00,32,UPDATE
1700000023200,BID,100.00,36,UPDATE
1700000023300,ASK,101.00,40,UPDATE
1700000023400,BID,101.00,0,DELETE
1700000023500,ASK,101.00,24,UPDATE
1700000023600,BID,100.00,28,UPDATE
1700000023700,ASK,101.00,32,UPDATE
1700000023800,BID,101.00,36,UPDATE
1700000023900,ASK,101.00,40,UPDATE
1700000024000,BID,100.00,20,UPDATE
1700000024100,ASK,101.00,24,UPDATE
1700000024200,BID,101.00,28,UPDATE
1700000024300,ASK,101.00,0,DELETE
1700000024400,BID,100.00,36,UPDATE
1700000024500,ASK,101.00,40,UPDATE
1700000024600,BID,101.00,20,UPDATE
1700000024700,ASK,101.00,24,UPDATE
1700000024800,BID,100.00,28,UPDATE
1700000024900,ASK,101.00,32,UPDATE
1700000025000,BID,101.00,36,UPDATE
1700000025100,ASK,101.00,40,UPDATE
1700000025200,BID,100.00,0,DELETE
1700000025300,ASK,101.00,24,UPDATE
1700000025400,BID,101.00,28,UPDATE
1700000025500,ASK,101.00,32,UPDATE
1700000025600,BID,100.00,36,UPDATE
1700000025700,ASK,101.00,40,UPDATE
1700000025800,BID,101.00,20,UPDATE
1700000025900,ASK,101.00,24,UPDATE
1700000026000,BID,100.00,28,UPDATE
1700000026100,ASK,101.00,0,DELETE
1700000026200,BID,101.00,36,UPDATE
1700000026300,ASK,101.00,40,UPDATE
1700000026400,BID,100.00,20,UPDATE
1700000026500,ASK,101.00,24,UPDATE
1700000026600,BID,101.00,28,UPDATE
1700000026700,ASK,101.00,32,UPDATE
1700000026800,BID,100.00,36,UPDATE
1700000026900,ASK,101.00,40,UPDATE
1700000027000,BID,101.00,0,DELETE
1700000027100,ASK,101.00,24,UPDATE
1700000027200,BID,100.00,28,UPDATE
1700000027300,ASK,101.00,32,UPDATE
1700000027400,BID,101.00,36,UPDATE
1700000027500,ASK,101.00,40,UPDATE
1700000027600,BID,100.00,20,UPDATE
1700000027700,ASK,101.00,24,UPDATE
1700000027800,BID,101.00,28,UPDATE
1700000027900,ASK,101.00,0,DELETE
1700000028000,BID,100.00,36,UPDATE
1700000028100,ASK,101.00,40,UPDATE
1700000028200,BID,101.00,20,UPDATE
1700000028300,ASK,101.00,24,UPDATE
1700000028400,BID,100.00,28,UPDATE
1700000028500,ASK,101.00,32,UPDATE
1700000028600,BID,101.00,36,UPDATE
1700000028700,ASK,101.00,40,UPDATE
1700000028800,BID,100.00,0,DELETE
1700000028900,ASK,101.00,24,UPDATE
1700000029000,BID,101.00,28,UPDATE
1700000029100,ASK,101.00,32,UPDATE
1700000029200,BID,100.00,36,UPDATE
1700000029300,ASK,101.00,40,UPDATE
1700000029400,BID,101.00,20,UPDATE
1700000029500,ASK,101.00,24,UPDATE
1700000029600,BID,100.00,28,UPDATE
1700000029700,ASK,101.00,0,DELETE
1700000029800,BID,101.00,36,UPDATE
1700000029900,ASK,101.00,40,UPDATE
1700000030000,BID,100.00,20,UPDATE
1700000030100,ASK,101.00,24,UPDATE
1700000030200,BID,101.00,28,UPDATE
1700000030300,ASK,101.00,32,UPDATE
1700000030400,BID,100.00,36,UPDATE
1700000030500,ASK,101.00,40,UPDATE
1700000030600,BID,101.00,0,DELETE
1700000030700,ASK,101.00,24,UPDATE
1700000030800,BID,100.00,28,UPDATE
1700000030900,ASK,101.00,32,UPDATE
1700000031000,BID,101.00,36,UPDATE
1700000031100,ASK,101.00,40,UPDATE
1700000031200,BID,100.00,20,UPDATE
1700000031300,ASK,101.00,24,UPDATE
1700000031400,BID,101.00,28,UPDATE
1700000031500,ASK,101.00,0,DELETE
1700000031600,BID,100.00,36,UPDATE
1700000031700,ASK,101.00,40,UPDATE
1700000031800,BID,101.00,20,UPDATE
1700000031900,ASK,101.00,24,UPDATE
1700000032000,BID,100.00,28,UPDATE
1700000032100,ASK,100.30,35,INSERT
1700000032200,BID,101.00,40,INSERT
1700000032300,ASK,100.60,45,INSERT
1700000032400,BID,100.20,50,INSERT
1700000032500,ASK,100.90,55,INSERT
1700000032600,BID,100.50,60,INSERT
1700000032700,ASK,100.10,65,INSERT
1700000032800,BID,100.80,30,INSERT
1700000032900,ASK,100.40,35,INSERT
1700000033000,BID,100.00,40,INSERT
1700000033100,ASK,100.70,45,INSERT
1700000033200,BID,100.30,50,INSERT
1700000033300,ASK,101.00,55,INSERT
1700000033400,BID,100.60,60,INSERT
1700000033500,ASK,100.20,65,INSERT
1700000033600,BID,100.90,30,INSERT
1700000033700,ASK,100.50,35,INSERT
1700000033800,BID,100.10,40,INSERT
1700000033900,ASK,100.80,45,INSERT
1700000034000,BID,100.40,50,INSERT
1700000034100,ASK,100.00,55,INSERT
1700000034200,BID,100.70,60,INSERT
1700000034300,ASK,100.30,65,INSERT
1700000034400,BID,101.00,30,INSERT
1700000034500,ASK,100.60,35,INSERT
1700000034600,BID,100.20,40,INSERT
1700000034700,ASK,100.90,45,INSERT
1700000034800,BID,100.50,50,INSERT
1700000034900,ASK,100.10,55,INSERT
1700000035000,BID,100.80,60,INSERT
1700000035100,ASK,100.40,65,INSERT
1700000035200,BID,100.00,30,INSERT
1700000035300,ASK,100.70,35,INSERT
1700000035400,BID,100.30,40,INSERT
1700000035500,ASK,101.00,45,INSERT
1700000035600,BID,100.60,50,INSERT
1700000035700,ASK,100.20,55,INSERT
1700000035800,BID,100.90,60,INSERT
1700000035900,ASK,100.50,65,INSERT
1700000036000,BID,100.10,30,INSERT
1700000036100,ASK,100.80,35,INSERT
1700000036200,BID,100.40,40,INSERT
1700000036300,ASK,100.00,45,INSERT
1700000036400,BID,100.70,50,INSERT
1700000036500,ASK,100.30,55,INSERT
1700000036600,BID,101.00,60,INSERT
1700000036700,ASK,100.60,65,INSERT
1700000036800,BID,100.20,30,INSERT
1700000036900,ASK,100.90,35,INSERT
1700000037000,BID,100.50,40,INSERT
1700000037100,ASK,100.10,45,INSERT
1700000037200,BID,100.80,50,INSERT
1700000037300,ASK,100.40,55,INSERT
1700000037400,BID,100.00,60,INSERT
1700000037500,ASK,100.70,65,INSERT
1700000037600,BID,100.30,30,INSERT
1700000037700,ASK,101.00,35,INSERT
1700000037800,BID,100.60,40,INSERT
1700000037900,ASK,100.20,45,INSERT
1700000038000,BID,100.90,50,INSERT
1700000038100,ASK,100.50,55,INSERT
1700000038200,BID,100.10,60,INSERT
1700000038300,ASK,100.80,65,INSERT
1700000038400,BID,100.40,30,INSERT
1700000038500,ASK,100.00,35,INSERT
1700000038600,BID,100.70,40,INSERT
1700000038700,ASK,100.30,45,INSERT
1700000038800,BID,101.00,50,INSERT
1700000038900,ASK,100.60,55,INSERT
1700000039000,BID,100.20,60,INSERT
1700000039100,ASK,100.90,65,INSERT
1700000039200,BID,100.50,30,INSERT
1700000039300,ASK,100.10,35,INSERT
1700000039400,BID,100.80,40,INSERT
1700000039500,ASK,100.40,45,INSERT
1700000039600,BID,100.00,50,INSERT
1700000039700,ASK,100.70,55,INSERT
1700000039800,BID,100.30,60,INSERT
1700000039900,ASK,101.00,65,INSERT
1700000040000,BID,100.60,30,INSERT
1700000040100,ASK,100.20,35,INSERT
1700000040200,BID,100.90,40,INSERT
1700000040300,ASK,100.50,45,INSERT
1700000040400,BID,100.10,50,INSERT
1700000040500,ASK,100.80,55,INSERT
1700000040600,BID,100.40,60,INSERT
1700000040700,ASK,100.00,65,INSERT
1700000040800,BID,100.70,30,INSERT
1700000040900,ASK,100.30,35,INSERT
1700000041000,BID,101.00,40,INSERT
1700000041100,ASK,100.60,45,INSERT
1700000041200,BID,100.20,50,INSERT
1700000041300,ASK,100.90,55,INSERT
1700000041400,BID,100.50,60,INSERT
1700000041500,ASK,100.10,65,INSERT
1700000041600,BID,100.80,30,INSERT
1700000041700,ASK,100.40,35,INSERT
1700000041800,BID,100.00,40,INSERT
1700000041900,ASK,100.70,45,INSERT
1700000042000,BID,100.30,50,INSERT
1700000042100,ASK,101.00,55,INSERT
1700000042200,BID,100.60,60,INSERT
1700000042300,ASK,100.20,65,INSERT
1700000042400,BID,100.90,30,INSERT
1700000042500,ASK,100.50,35,INSERT
1700000042600,BID,100.10,40,INSERT
1700000042700,ASK,100.80,45,INSERT
1700000042800,BID,100.40,50,INSERT
1700000042900,ASK,100.00,55,INSERT
1700000043000,BID,100.70,60,INSERT
1700000043100,ASK,100.30,65,INSERT
1700000043200,BID,101.00,30,INSERT
1700000043300,ASK,100.60,35,INSERT
1700000043400,BID,100.20,40,INSERT
1700000043500,ASK,100.90,45,INSERT
1700000043600,BID,100.50,50,INSERT
1700000043700,ASK,100.10,55,INSERT
1700000043800,BID,100.80,60,INSERT
1700000043900,ASK,100.40,65,INSERT
1700000044000,BID,100.00,30,INSERT
1700000044100,ASK,100.70,35,INSERT
1700000044200,BID,100.30,40,INSERT
1700000044300,ASK,101.00,45,INSERT
1700000044400,BID,100.60,50,INSERT
1700000044500,ASK,100.20,55,INSERT
1700000044600,BID,100.90,60,INSERT
1700000044700,ASK,100.50,65,INSERT
1700000044800,BID,100.10,30,INSERT
1700000044900,ASK,100.80,35,INSERT
1700000045000,BID,100.40,40,INSERT
1700000045100,ASK,100.00,45,INSERT
1700000045200,BID,100.70,50,INSERT
1700000045300,ASK,100.30,55,INSERT
1700000045400,BID,101.00,60,INSERT
1700000045500,ASK,100.60,65,INSERT
1700000045600,BID,100.20,30,INSERT
1700000045700,ASK,100.90,35,INSERT
1700000045800,BID,100.50,40,INSERT
1700000045900,ASK,100.10,45,INSERT
1700000046000,BID,100.80,50,INSERT
1700000046100,ASK,100.40,55,INSERT
1700000046200,BID,100.00,60,INSERT
1700000046300,ASK,100.70,65,INSERT
1700000046400,BID,100.30,30,INSERT
1700000046500,ASK,101.00,35,INSERT
1700000046600,BID,100.60,40,INSERT
1700000046700,ASK,100.20,45,INSERT
1700000046800,BID,100.90,50,INSERT
1700000046900,ASK,100.50,55,INSERT
1700000047000,BID,100.10,60,INSERT
1700000047100,ASK,100.80,65,INSERT
1700000047200,BID,100.40,30,INSERT
1700000047300,ASK,100.00,35,INSERT
1700000047400,BID,100.70,40,INSERT
1700000047500,ASK,100.30,45,INSERT
1700000047600,BID,101.00,50,INSERT
1700000047700,ASK,100.60,55,INSERT
1700000047800,BID,100.20,60,INSERT
1700000047900,ASK,100.90,65,INSERT
1700000048000,BID,100.50,30,INSERT
1700000048100,ASK,100.10,35,INSERT
1700000048200,BID,100.80,40,INSERT
1700000048300,ASK,100.40,45,INSERT
1700000048400,BID,100.00,50,INSERT
1700000048500,ASK,100.70,55,INSERT
1700000048600,BID,100.30,60,INSERT
1700000048700,ASK,101.00,65,INSERT
1700000048800,BID,100.60,30,INSERT
1700000048900,ASK,100.20,35,INSERT
1700000049000,BID,100.90,40,INSERT
1700000049100,ASK,100.50,45,INSERT
1700000049200,BID,100.10,50,INSERT
1700000049300,ASK,100.80,55,INSERT
1700000049400,BID,100.40,60,INSERT
1700000049500,ASK,100.00,65,INSERT
1700000049600,BID,100.70,30,INSERT
1700000049700,ASK,100.30,35,INSERT
1700000049800,BID,101.00,40,INSERT
1700000049900,ASK,100.60,45,INSERT
1700000050000,BID,100.20,50,INSERT
1700000050100,ASK,100.90,55,INSERT
1700000050200,BID,100.50,60,INSERT
1700000050300,ASK,100.10,65,INSERT
1700000050400,BID,100.80,30,INSERT
1700000050500,ASK,100.40,35,INSERT
1700000050600,BID,100.00,40,INSERT
1700000050700,ASK,100.70,45,INSERT
1700000050800,BID,100.30,50,INSERT
1700000050900,ASK,101.00,55,INSERT
1700000051000,BID,100.60,60,INSERT
1700000051100,ASK,100.20,65,INSERT
1700000051200,BID,100.90,30,INSERT
1700000051300,ASK,100.50,35,INSERT
1700000051400,BID,100.10,40,INSERT
1700000051500,ASK,100.80,45,INSERT
1700000051600,BID,100.40,50,INSERT
1700000051700,ASK,100.00,55,INSERT
1700000051800,BID,100.70,60,INSERT
1700000051900,ASK,100.30,65,INSERT
1700000052000,BID,101.00,30,INSERT
1700000052100,ASK,100.60,35,INSERT
1700000052200,BID,100.20,40,INSERT
1700000052300,ASK,100.90,45,INSERT
1700000052400,BID,100.50,50,INSERT
1700000052500,ASK,100.10,55,INSERT
1700000052600,BID,100.80,60,INSERT
1700000052700,ASK,100.40,65,INSERT
1700000052800,BID,100.00,30,INSERT
1700000052900,ASK,100.70,35,INSERT
1700000053000,BID,100.30,40,INSERT
1700000053100,ASK,101.00,45,INSERT
1700000053200,BID,100.60,50,INSERT
1700000053300,ASK,100.20,55,INSERT
1700000053400,BID,100.90,60,INSERT
1700000053500,ASK,100.50,65,INSERT
1700000053600,BID,100.10,30,INSERT
1700000053700,ASK,100.80,35,INSERT
1700000053800,BID,100.40,40,INSERT
1700000053900,ASK,100.00,45,INSERT
1700000054000,BID,100.70,50,INSERT
1700000054100,ASK,100.30,55,INSERT
1700000054200,BID,101.00,60,INSERT
1700000054300,ASK,100.60,65,INSERT
1700000054400,BID,100.20,30,INSERT
1700000054500,ASK,100.90,35,INSERT
1700000054600,BID,100.50,40,INSERT
1700000054700,ASK,100.10,45,INSERT
1700000054800,BID,100.80,50,INSERT
1700000054900,ASK,100.40,55,INSERT
1700000055000,BID,100.00,60,INSERT
1700000055100,ASK,100.70,65,INSERT
1700000055200,BID,100.30,30,INSERT
1700000055300,ASK,101.00,35,INSERT
1700000055400,BID,100.60,40,INSERT
1700000055500,ASK,100.20,45,INSERT
1700000055600,BID,100.90,50,INSERT
1700000055700,ASK,100.50,55,INSERT
1700000055800,BID,100.10,60,INSERT
1700000055900,ASK,100.80,65,INSERT
1700000056000,BID,100.40,30,INSERT
1700000056100,ASK,100.00,35,INSERT
1700000056200,BID,100.70,40,INSERT
1700000056300,ASK,100.30,45,INSERT
1700000056400,BID,101.00,50,INSERT
1700000056500,ASK,100.60,55,INSERT
1700000056600,BID,100.20,60,INSERT
1700000056700,ASK,100.90,65,INSERT
1700000056800,BID,100.50,30,INSERT
1700000056900,ASK,100.10,35,INSERT
1700000057000,BID,100.80,40,INSERT
1700000057100,ASK,100.40,45,INSERT
1700000057200,BID,100.00,50,INSERT
1700000057300,ASK,100.70,55,INSERT
1700000057400,BID,100.30,60,INSERT
1700000057500,ASK,101.00,65,INSERT
1700000057600,BID,100.60,30,INSERT
1700000057700,ASK,100.20,35,INSERT
1700000057800,BID,100.90,40,INSERT
1700000057900,ASK,100.50,45,INSERT
1700000058000,BID,100.10,50,INSERT
1700000058100,ASK,100.80,55,INSERT
1700000058200,BID,100.40,60,INSERT
1700000058300,ASK,100.00,65,INSERT
1700000058400,BID,100.70,30,INSERT
1700000058500,ASK,100.30,35,INSERT
1700000058600,BID,101.00,40,INSERT
1700000058700,ASK,100.60,45,INSERT
1700000058800,BID,100.20,50,INSERT
1700000058900,ASK,100.90,55,INSERT
1700000059000,BID,100.50,60,INSERT
1700000059100,ASK,100.10,65,INSERT
1700000059200,BID,100.80,30,INSERT
1700000059300,ASK,100.40,35,INSERT
1700000059400,BID,100.00,40,INSERT
1700000059500,ASK,100.70,45,INSERT
1700000059600,BID,100.30,50,INSERT
1700000059700,ASK,101.00,55,INSERT
1700000059800,BID,100.60,60,INSERT
1700000059900,ASK,100.20,65,INSERT
1700000060000,BID,100.90,30,INSERT
1700000060100,ASK,100.50,35,INSERT
1700000060200,BID,100.10,40,INSERT
1700000060300,ASK,100.80,45,INSERT
1700000060400,BID,100.40,50,INSERT
1700000060500,ASK,100.00,55,INSERT
1700000060600,BID,100.70,60,INSERT
1700000060700,ASK,100.30,65,INSERT
1700000060800,BID,101.00,30,INSERT
1700000060900,ASK,100.60,35,INSERT
1700000061000,BID,100.20,40,INSERT
1700000061100,ASK,100.90,45,INSERT
1700000061200,BID,100.50,50,INSERT
1700000061300,ASK,100.10,55,INSERT
1700000061400,BID,100.80,60,INSERT
1700000061500,ASK,100.40,65,INSERT
1700000061600,BID,100.00,30,INSERT
1700000061700,ASK,100.70,35,INSERT
1700000061800,BID,100.30,40,INSERT
1700000061900,ASK,101.00,45,INSERT
1700000062000,BID,100.60,50,INSERT
1700000062100,ASK,100.20,55,INSERT
1700000062200,BID,100.90,60,INSERT
1700000062300,ASK,100.50,65,INSERT
1700000062400,BID,100.10,30,INSERT
1700000062500,ASK,100.80,35,INSERT
1700000062600,BID,100.40,40,INSERT
1700000062700,ASK,100.00,45,INSERT
1700000062800,BID,100.70,50,INSERT
1700000062900,ASK,100.30,55,INSERT
1700000063000,BID,101.00,60,INSERT
1700000063100,ASK,100.60,65,INSERT
1700000063200,BID,100.20,30,INSERT
1700000063300,ASK,100.90,35,INSERT
1700000063400,BID,100.50,40,INSERT
1700000063500,ASK,100.10,45,INSERT
1700000063600,BID,100.80,50,INSERT
1700000063700,ASK,100.40,55,INSERT
1700000063800,BID,100.00,60,INSERT
1700000063900,ASK,100.70,65,INSERT
1700000064000,BID,100.30,30,INSERT
1700000064100,ASK,101.00,35,INSERT
1700000064200,BID,100.60,40,INSERT
1700000064300,ASK,100.20,45,INSERT
1700000064400,BID,100.90,50,INSERT
1700000064500,ASK,100.50,55,INSERT
1700000064600,BID,100.10,60,INSERT
1700000064700,ASK,100.80,65,INSERT
1700000064800,BID,100.40,30,INSERT
1700000064900,ASK,100.00,35,INSERT
1700000065000,BID,100.70,40,INSERT
1700000065100,ASK,100.30,45,INSERT
1700000065200,BID,101.00,50,INSERT
1700000065300,ASK,100.60,55,INSERT
1700000065400,BID,100.20,60,INSERT
1700000065500,ASK,100.90,65,INSERT
1700000065600,BID,100.50,30,INSERT
1700000065700,ASK,100.10,35,INSERT
1700000065800,BID,100.80,40,INSERT
1700000065900,ASK,100.40,45,INSERT
1700000066000,BID,100.00,50,INSERT
1700000066100,ASK,100.70,55,INSERT
1700000066200,BID,100.30,60,INSERT
1700000066300,ASK,101.00,65,INSERT
1700000066400,BID,100.60,30,INSERT
1700000066500,ASK,100.20,35,INSERT
1700000066600,BID,100.90,40,INSERT
1700000066700,ASK,100.50,45,INSERT
1700000066800,BID,100.10,50,INSERT
1700000066900,ASK,100.80,55,INSERT
1700000067000,BID,100.40,60,INSERT
1700000067100,ASK,100.00,65,INSERT
